TransactionNo,Items,DateTime,Daypart,DayType
2626,Truffles,2016-04-12 16:15:01,Afternoon,Weekend
2626,Lipton Ice Tea,2016-04-12 16:15:01,Afternoon,Weekend
2627,Chip's Ahoy Chocolate Chip Cookies,2016-04-12 16:19:11,Afternoon,Weekend
2627,Chip's Ahoy Chocolate Chip Cookies,2016-04-12 16:19:11,Afternoon,Weekend
2628,Starbucks Dark Roast Coffee Beans,2016-05-12 08:25:55,Morning,Weekday
2629,Wonder Bread,2016-05-12 08:35:23,Morning,Weekday
2630,Starbucks Dark Roast Coffee Beans,2016-05-12 08:36:11,Morning,Weekday
2630,Wonder Bread,2016-05-12 08:36:11,Morning,Weekday
2630,Oroweat Toast,2016-05-12 08:36:11,Morning,Weekday
2630,Baker's Treat Danish Pastry,2016-05-12 08:36:11,Morning,Weekday
2631,Starbucks Dark Roast Coffee Beans,2016-05-12 09:04:44,Morning,Weekday
2632,Hostess Muffin,2016-05-12 09:09:17,Morning,Weekday
2633,Wonder Bread,2016-05-12 09:19:19,Morning,Weekday
2634,Farm House,2016-05-12 09:20:45,Morning,Weekday
2635,Starbucks Dark Roast Coffee Beans,2016-05-12 09:22:08,Morning,Weekday
2636,Wonder Bread,2016-05-12 09:24:21,Morning,Weekday
2637,Wonder Bread,2016-05-12 09:25:24,Morning,Weekday
2638,Lipton Ice Tea,2016-05-12 09:28:53,Morning,Weekday
2638,Starbucks Dark Roast Coffee Beans,2016-05-12 09:28:53,Morning,Weekday
2638,Baker's Treat Danish Pastry,2016-05-12 09:28:53,Morning,Weekday
2638,La Patisserie Alfajores,2016-05-12 09:28:53,Morning,Weekday
2639,Starbucks Dark Roast Coffee Beans,2016-05-12 09:33:12,Morning,Weekday
2639,Starbucks Dark Roast Coffee Beans,2016-05-12 09:33:12,Morning,Weekday
2639,Oroweat Toast,2016-05-12 09:33:12,Morning,Weekday
2639,Medialunas Argentinian Croissant,2016-05-12 09:33:12,Morning,Weekday
2640,Starbucks Dark Roast Coffee Beans,2016-05-12 09:33:58,Morning,Weekday
2641,Tropicana Orange Juice,2016-05-12 09:42:43,Morning,Weekday
2641,Lipton Ice Tea,2016-05-12 09:42:43,Morning,Weekday
2641,Wonder Bread,2016-05-12 09:42:43,Morning,Weekday
2641,Medialunas Argentinian Croissant,2016-05-12 09:42:43,Morning,Weekday
2642,Medialunas Argentinian Croissant,2016-05-12 09:45:14,Morning,Weekday
2642,Starbucks Dark Roast Coffee Beans,2016-05-12 09:45:14,Morning,Weekday
2642,Oroweat Toast,2016-05-12 09:45:14,Morning,Weekday
2643,Baker's Treat Danish Pastry,2016-05-12 09:46:18,Morning,Weekday
2643,Lipton Ice Tea,2016-05-12 09:46:18,Morning,Weekday
2644,Farm House,2016-05-12 09:51:34,Morning,Weekday
2645,Starbucks Dark Roast Coffee Beans,2016-05-12 10:07:40,Morning,Weekday
2645,Starbucks Dark Roast Coffee Beans,2016-05-12 10:07:40,Morning,Weekday
2646,Starbucks Dark Roast Coffee Beans,2016-05-12 10:14:02,Morning,Weekday
2647,Starbucks Dark Roast Coffee Beans,2016-05-12 10:40:23,Morning,Weekday
2647,Starbucks Dark Roast Coffee Beans,2016-05-12 10:40:23,Morning,Weekday
2647,Hostess Muffin,2016-05-12 10:40:23,Morning,Weekday
2648,Starbucks Dark Roast Coffee Beans,2016-05-12 10:41:51,Morning,Weekday
2649,Starbucks Dark Roast Coffee Beans,2016-05-12 10:42:31,Morning,Weekday
2649,Hostess Muffin,2016-05-12 10:42:31,Morning,Weekday
2650,Starbucks Dark Roast Coffee Beans,2016-05-12 10:52:01,Morning,Weekday
2650,Subway Sub of the Day Sandwich,2016-05-12 10:52:01,Morning,Weekday
2651,Dulce de Leche,2016-05-12 10:56:44,Morning,Weekday
2651,Wonder Bread,2016-05-12 10:56:44,Morning,Weekday
2651,Starbucks Dark Roast Coffee Beans,2016-05-12 10:56:44,Morning,Weekday
2651,Baker's Treat Danish Pastry,2016-05-12 10:56:44,Morning,Weekday
2651,Wonder Bread,2016-05-12 10:56:44,Morning,Weekday
2652,Smucker's Jam,2016-05-12 10:58:46,Morning,Weekday
2653,Starbucks Dark Roast Coffee Beans,2016-05-12 11:04:23,Morning,Weekday
2653,Starbucks Dark Roast Coffee Beans,2016-05-12 11:04:23,Morning,Weekday
2653,Medialunas Argentinian Croissant,2016-05-12 11:04:23,Morning,Weekday
2654,Chip's Ahoy Chocolate Chip Cookies,2016-05-12 11:09:34,Morning,Weekday
2654,Starbucks Dark Roast Coffee Beans,2016-05-12 11:09:34,Morning,Weekday
2654,Baker's Treat Danish Pastry,2016-05-12 11:09:34,Morning,Weekday
2655,Farm House,2016-05-12 12:14:03,Afternoon,Weekday
2656,Starbucks Dark Roast Coffee Beans,2016-05-12 12:26:57,Afternoon,Weekday
2657,Starbucks Dark Roast Coffee Beans,2016-05-12 12:33:52,Afternoon,Weekday
2659,Wonder Bread,2016-05-12 12:51:42,Afternoon,Weekday
2659,Baker's Treat Danish Pastry,2016-05-12 12:51:42,Afternoon,Weekday
2660,Tropicana Orange Juice,2016-05-12 12:56:06,Afternoon,Weekday
2660,Subway Sub of the Day Sandwich,2016-05-12 12:56:06,Afternoon,Weekday
2661,Starbucks Dark Roast Coffee Beans,2016-05-12 12:58:48,Afternoon,Weekday
2661,Starbucks Dark Roast Coffee Beans,2016-05-12 12:58:48,Afternoon,Weekday
2661,La Patisserie Alfajores,2016-05-12 12:58:48,Afternoon,Weekday
2662,Starbucks Dark Roast Coffee Beans,2016-05-12 13:11:30,Afternoon,Weekday
2662,Subway Sub of the Day Sandwich,2016-05-12 13:11:30,Afternoon,Weekday
2663,Wonder Bread,2016-05-12 13:30:27,Afternoon,Weekday
2664,Wonder Bread,2016-05-12 13:31:30,Afternoon,Weekday
2665,Wonder Bread,2016-05-12 13:40:52,Afternoon,Weekday
2665,Lipton Ice Tea,2016-05-12 13:40:52,Afternoon,Weekday
2665,Medialunas Argentinian Croissant,2016-05-12 13:40:52,Afternoon,Weekday
2666,Starbucks Dark Roast Coffee Beans,2016-05-12 13:46:47,Afternoon,Weekday
2666,Hostess Muffin,2016-05-12 13:46:47,Afternoon,Weekday
2667,Betty Crocker Cake Mix,2016-05-12 13:50:44,Afternoon,Weekday
2667,Lipton Ice Tea,2016-05-12 13:50:44,Afternoon,Weekday
2668,Chip's Ahoy Chocolate Chip Cookies,2016-05-12 13:52:34,Afternoon,Weekday
2668,Starbucks Dark Roast Coffee Beans,2016-05-12 13:52:34,Afternoon,Weekday
2669,Hearty & Seasonal Foods,2016-05-12 14:04:32,Afternoon,Weekday
2669,Coca-Cola,2016-05-12 14:04:32,Afternoon,Weekday
2670,Starbucks Dark Roast Coffee Beans,2016-05-12 14:12:21,Afternoon,Weekday
2670,Starbucks Dark Roast Coffee Beans,2016-05-12 14:12:21,Afternoon,Weekday
2670,Hostess Muffin,2016-05-12 14:12:21,Afternoon,Weekday
2670,Subway Sub of the Day Sandwich,2016-05-12 14:12:21,Afternoon,Weekday
2671,La Patisserie Alfajores,2016-05-12 14:15:37,Afternoon,Weekday
2672,La Patisserie Alfajores,2016-05-12 14:30:28,Afternoon,Weekday
2673,Subway Sub of the Day Sandwich,2016-05-12 14:39:46,Afternoon,Weekday
2673,Starbucks Dark Roast Coffee Beans,2016-05-12 14:39:46,Afternoon,Weekday
2674,Hot chocolate,2016-05-12 14:43:20,Afternoon,Weekday
2674,Starbucks Dark Roast Coffee Beans,2016-05-12 14:43:20,Afternoon,Weekday
2674,Hostess Muffin,2016-05-12 14:43:20,Afternoon,Weekday
2674,Subway Sub of the Day Sandwich,2016-05-12 14:43:20,Afternoon,Weekday
2675,Hostess Muffin,2016-05-12 14:48:51,Afternoon,Weekday
2676,Starbucks Dark Roast Coffee Beans,2016-05-12 15:00:58,Afternoon,Weekday
2676,Lipton Ice Tea,2016-05-12 15:00:58,Afternoon,Weekday
2676,Wonder Bread,2016-05-12 15:00:58,Afternoon,Weekday
2677,Starbucks Dark Roast Coffee Beans,2016-05-12 15:01:39,Afternoon,Weekday
2678,Wonder Bread,2016-05-12 15:13:04,Afternoon,Weekday
2678,Medialunas Argentinian Croissant,2016-05-12 15:13:04,Afternoon,Weekday
2678,Chip's Ahoy Chocolate Chip Cookies,2016-05-12 15:13:04,Afternoon,Weekday
2678,Lipton Ice Tea,2016-05-12 15:13:04,Afternoon,Weekday
2679,Starbucks Dark Roast Coffee Beans,2016-05-12 15:27:04,Afternoon,Weekday
2680,Starbucks Dark Roast Coffee Beans,2016-05-12 15:45:32,Afternoon,Weekday
2680,Wonder Bread,2016-05-12 15:45:32,Afternoon,Weekday
2680,Starbucks Dark Roast Coffee Beans,2016-05-12 15:45:32,Afternoon,Weekday
2681,La Patisserie Alfajores,2016-05-12 16:23:40,Afternoon,Weekday
2681,La Patisserie Alfajores,2016-05-12 16:23:40,Afternoon,Weekday
2681,Starbucks Dark Roast Coffee Beans,2016-05-12 16:23:40,Afternoon,Weekday
2681,Subway Sub of the Day Sandwich,2016-05-12 16:23:40,Afternoon,Weekday
2681,Subway Sub of the Day Sandwich,2016-05-12 16:23:40,Afternoon,Weekday
2681,Wonder Bread,2016-05-12 16:23:40,Afternoon,Weekday
2682,Starbucks Dark Roast Coffee Beans,2016-05-12 16:53:44,Afternoon,Weekday
2682,Starbucks Dark Roast Coffee Beans,2016-05-12 16:53:44,Afternoon,Weekday
2682,Wonder Bread,2016-05-12 16:53:44,Afternoon,Weekday
2682,Chip's Ahoy Chocolate Chip Cookies,2016-05-12 16:53:44,Afternoon,Weekday
2682,Medialunas Argentinian Croissant,2016-05-12 16:53:44,Afternoon,Weekday
2682,Starbucks Dark Roast Coffee Beans,2016-05-12 16:53:44,Afternoon,Weekday
2683,Starbucks Dark Roast Coffee Beans,2016-06-12 08:11:46,Morning,Weekday
2683,Chip's Ahoy Chocolate Chip Cookies,2016-06-12 08:11:46,Morning,Weekday
2684,Farm House,2016-06-12 08:26:54,Morning,Weekday
2685,Starbucks Dark Roast Coffee Beans,2016-06-12 08:58:58,Morning,Weekday
2686,Coca-Cola,2016-06-12 09:20:17,Morning,Weekday
2687,Starbucks Dark Roast Coffee Beans,2016-06-12 09:26:06,Morning,Weekday
2687,Wonder Bread,2016-06-12 09:26:06,Morning,Weekday
2688,Baker's Treat Danish Pastry,2016-06-12 09:27:18,Morning,Weekday
2688,Wonder Bread,2016-06-12 09:27:18,Morning,Weekday
2689,Starbucks Dark Roast Coffee Beans,2016-06-12 09:48:09,Morning,Weekday
2690,Hot chocolate,2016-06-12 09:50:30,Morning,Weekday
2690,La Patisserie Alfajores,2016-06-12 09:50:30,Morning,Weekday
2690,Wonder Bread,2016-06-12 09:50:30,Morning,Weekday
2690,Hostess Muffin,2016-06-12 09:50:30,Morning,Weekday
2691,Starbucks Dark Roast Coffee Beans,2016-06-12 09:51:10,Morning,Weekday
2692,Wonder Bread,2016-06-12 09:51:38,Morning,Weekday
2693,Starbucks Dark Roast Coffee Beans,2016-06-12 09:52:37,Morning,Weekday
2693,Starbucks Dark Roast Coffee Beans,2016-06-12 09:52:37,Morning,Weekday
2694,Starbucks Dark Roast Coffee Beans,2016-06-12 09:53:52,Morning,Weekday
2694,Starbucks Dark Roast Coffee Beans,2016-06-12 09:53:52,Morning,Weekday
2694,Medialunas Argentinian Croissant,2016-06-12 09:53:52,Morning,Weekday
2695,Starbucks Dark Roast Coffee Beans,2016-06-12 09:54:45,Morning,Weekday
2696,Baker's Treat Danish Pastry,2016-06-12 10:15:01,Morning,Weekday
2696,Medialunas Argentinian Croissant,2016-06-12 10:15:01,Morning,Weekday
2696,Wonder Bread,2016-06-12 10:15:01,Morning,Weekday
2697,Hostess Muffin,2016-06-12 10:18:59,Morning,Weekday
2697,Starbucks Dark Roast Coffee Beans,2016-06-12 10:18:59,Morning,Weekday
2697,Starbucks Dark Roast Coffee Beans,2016-06-12 10:18:59,Morning,Weekday
2698,Wonder Bread,2016-06-12 10:25:37,Morning,Weekday
2699,Wonder Bread,2016-06-12 10:28:26,Morning,Weekday
2700,Wonder Bread,2016-06-12 10:30:22,Morning,Weekday
2700,Starbucks Dark Roast Coffee Beans,2016-06-12 10:30:22,Morning,Weekday
2701,Wonder Bread,2016-06-12 10:45:44,Morning,Weekday
2701,Lipton Ice Tea,2016-06-12 10:45:44,Morning,Weekday
2702,Wonder Bread,2016-06-12 10:49:29,Morning,Weekday
2702,Chip's Ahoy Chocolate Chip Cookies,2016-06-12 10:49:29,Morning,Weekday
2702,Hostess Muffin,2016-06-12 10:49:29,Morning,Weekday
2703,Lipton Ice Tea,2016-06-12 10:52:24,Morning,Weekday
2703,Starbucks Dark Roast Coffee Beans,2016-06-12 10:52:24,Morning,Weekday
2704,Medialunas Argentinian Croissant,2016-06-12 10:54:51,Morning,Weekday
2704,Baker's Treat Danish Pastry,2016-06-12 10:54:51,Morning,Weekday
2704,Wonder Bread,2016-06-12 10:54:51,Morning,Weekday
2705,Starbucks Dark Roast Coffee Beans,2016-06-12 10:55:48,Morning,Weekday
2705,La Patisserie Alfajores,2016-06-12 10:55:48,Morning,Weekday
2706,Oroweat Toast,2016-06-12 10:57:54,Morning,Weekday
2707,Starbucks Dark Roast Coffee Beans,2016-06-12 10:59:09,Morning,Weekday
2708,Lipton Ice Tea,2016-06-12 11:03:20,Morning,Weekday
2709,Hot chocolate,2016-06-12 11:07:06,Morning,Weekday
2709,Medialunas Argentinian Croissant,2016-06-12 11:07:06,Morning,Weekday
2710,Starbucks Dark Roast Coffee Beans,2016-06-12 11:07:30,Morning,Weekday
2710,Baker's Treat Danish Pastry,2016-06-12 11:07:30,Morning,Weekday
2711,Starbucks Dark Roast Coffee Beans,2016-06-12 11:08:19,Morning,Weekday
2712,Betty Crocker Cake Mix,2016-06-12 11:21:40,Morning,Weekday
2712,Wonder Bread,2016-06-12 11:21:40,Morning,Weekday
2713,Betty Crocker Cake Mix,2016-06-12 11:23:27,Morning,Weekday
2713,Starbucks Dark Roast Coffee Beans,2016-06-12 11:23:27,Morning,Weekday
2714,Starbucks Dark Roast Coffee Beans,2016-06-12 11:45:33,Morning,Weekday
2714,Hot chocolate,2016-06-12 11:45:33,Morning,Weekday
2714,Baker's Treat Danish Pastry,2016-06-12 11:45:33,Morning,Weekday
2715,Lipton Ice Tea,2016-06-12 12:02:51,Afternoon,Weekday
2716,Wonder Bread,2016-06-12 12:07:33,Afternoon,Weekday
2717,Lipton Ice Tea,2016-06-12 12:11:28,Afternoon,Weekday
2718,Wonder Bread,2016-06-12 12:24:06,Afternoon,Weekday
2718,Farm House,2016-06-12 12:24:06,Afternoon,Weekday
2719,Starbucks Dark Roast Coffee Beans,2016-06-12 12:24:44,Afternoon,Weekday
2720,Wonder Bread,2016-06-12 12:35:33,Afternoon,Weekday
2721,Wonder Bread,2016-06-12 12:39:43,Afternoon,Weekday
2722,Wonder Bread,2016-06-12 12:44:06,Afternoon,Weekday
2722,Chip's Ahoy Chocolate Chip Cookies,2016-06-12 12:44:06,Afternoon,Weekday
2723,Starbucks Dark Roast Coffee Beans,2016-06-12 12:47:13,Afternoon,Weekday
2723,Wonder Bread,2016-06-12 12:47:13,Afternoon,Weekday
2724,Chip's Ahoy Chocolate Chip Cookies,2016-06-12 12:50:14,Afternoon,Weekday
2724,Starbucks Dark Roast Coffee Beans,2016-06-12 12:50:14,Afternoon,Weekday
2725,Farm House,2016-06-12 13:02:34,Afternoon,Weekday
2726,Wonder Bread,2016-06-12 13:12:31,Afternoon,Weekday
2727,Starbucks Dark Roast Coffee Beans,2016-06-12 13:14:28,Afternoon,Weekday
2728,Starbucks Dark Roast Coffee Beans,2016-06-12 13:16:31,Afternoon,Weekday
2728,Lipton Ice Tea,2016-06-12 13:16:31,Afternoon,Weekday
2728,Subway Sub of the Day Sandwich,2016-06-12 13:16:31,Afternoon,Weekday
2728,Hostess Muffin,2016-06-12 13:16:31,Afternoon,Weekday
2729,Starbucks Dark Roast Coffee Beans,2016-06-12 13:22:06,Afternoon,Weekday
2729,Wonder Bread,2016-06-12 13:22:06,Afternoon,Weekday
2729,Betty Crocker Cake Mix,2016-06-12 13:22:06,Afternoon,Weekday
2730,Wonder Bread,2016-06-12 13:36:54,Afternoon,Weekday
2731,Lipton Ice Tea,2016-06-12 14:01:12,Afternoon,Weekday
2732,Lipton Ice Tea,2016-06-12 14:02:32,Afternoon,Weekday
2732,Starbucks Dark Roast Coffee Beans,2016-06-12 14:02:32,Afternoon,Weekday
2733,Starbucks Dark Roast Coffee Beans,2016-06-12 14:10:33,Afternoon,Weekday
2734,Subway Sub of the Day Sandwich,2016-06-12 14:29:07,Afternoon,Weekday
2734,Lipton Ice Tea,2016-06-12 14:29:07,Afternoon,Weekday
2734,La Patisserie Alfajores,2016-06-12 14:29:07,Afternoon,Weekday
2735,Starbucks Dark Roast Coffee Beans,2016-06-12 15:09:18,Afternoon,Weekday
2735,Mineral water,2016-06-12 15:09:18,Afternoon,Weekday
2735,La Patisserie Alfajores,2016-06-12 15:09:18,Afternoon,Weekday
2735,Betty Crocker Cake Mix,2016-06-12 15:09:18,Afternoon,Weekday
2735,Subway Sub of the Day Sandwich,2016-06-12 15:09:18,Afternoon,Weekday
2736,Starbucks Dark Roast Coffee Beans,2016-06-12 15:29:23,Afternoon,Weekday
2736,Wonder Bread,2016-06-12 15:29:23,Afternoon,Weekday
2737,Starbucks Dark Roast Coffee Beans,2016-06-12 15:30:04,Afternoon,Weekday
2738,Lipton Ice Tea,2016-06-12 15:44:35,Afternoon,Weekday
2738,Betty Crocker Cake Mix,2016-06-12 15:44:35,Afternoon,Weekday
2739,Wonder Bread,2016-06-12 15:49:41,Afternoon,Weekday
2740,Chip's Ahoy Chocolate Chip Cookies,2016-06-12 15:53:35,Afternoon,Weekday
2741,Starbucks Dark Roast Coffee Beans,2016-06-12 16:01:07,Afternoon,Weekday
2741,Tropicana Orange Juice,2016-06-12 16:01:07,Afternoon,Weekday
2742,Starbucks Dark Roast Coffee Beans,2016-06-12 16:22:54,Afternoon,Weekday
2742,Hostess Muffin,2016-06-12 16:22:54,Afternoon,Weekday
2742,Mineral water,2016-06-12 16:22:54,Afternoon,Weekday
2742,Tropicana Orange Juice,2016-06-12 16:22:54,Afternoon,Weekday
2743,Wonder Bread,2016-06-12 16:24:31,Afternoon,Weekday
2744,Wonder Bread,2016-07-12 08:38:22,Morning,Weekday
2745,Wonder Bread,2016-07-12 09:02:48,Morning,Weekday
2746,Wonder Bread,2016-07-12 09:15:18,Morning,Weekday
2746,Hot chocolate,2016-07-12 09:15:18,Morning,Weekday
2746,Tropicana Orange Juice,2016-07-12 09:15:18,Morning,Weekday
2746,Oroweat Toast,2016-07-12 09:15:18,Morning,Weekday
2747,Starbucks Dark Roast Coffee Beans,2016-07-12 09:21:35,Morning,Weekday
2747,Betty Crocker Cake Mix,2016-07-12 09:21:35,Morning,Weekday
2747,Wonder Bread,2016-07-12 09:21:35,Morning,Weekday
2748,Starbucks Dark Roast Coffee Beans,2016-07-12 09:25:00,Morning,Weekday
2748,Oroweat Toast,2016-07-12 09:25:00,Morning,Weekday
2749,Starbucks Dark Roast Coffee Beans,2016-07-12 09:26:40,Morning,Weekday
2749,Oroweat Toast,2016-07-12 09:26:40,Morning,Weekday
2750,Lipton Ice Tea,2016-07-12 09:27:45,Morning,Weekday
2751,Lipton Ice Tea,2016-07-12 09:29:20,Morning,Weekday
2751,Oroweat Toast,2016-07-12 09:29:20,Morning,Weekday
2751,Chip's Ahoy Chocolate Chip Cookies,2016-07-12 09:29:20,Morning,Weekday
2752,Farm House,2016-07-12 10:11:14,Morning,Weekday
2753,Wonder Bread,2016-07-12 10:28:53,Morning,Weekday
2753,Betty Crocker Cake Mix,2016-07-12 10:28:53,Morning,Weekday
2754,Wonder Bread,2016-07-12 10:58:32,Morning,Weekday
2755,Starbucks Dark Roast Coffee Beans,2016-07-12 11:00:46,Morning,Weekday
2755,Starbucks Dark Roast Coffee Beans,2016-07-12 11:00:46,Morning,Weekday
2756,Lipton Ice Tea,2016-07-12 11:01:17,Morning,Weekday
2756,La Patisserie Alfajores,2016-07-12 11:01:17,Morning,Weekday
2757,Wonder Bread,2016-07-12 11:02:36,Morning,Weekday
2758,Starbucks Dark Roast Coffee Beans,2016-07-12 11:03:59,Morning,Weekday
2759,Tropicana Orange Juice,2016-07-12 11:13:22,Morning,Weekday
2759,Starbucks Dark Roast Coffee Beans,2016-07-12 11:13:22,Morning,Weekday
2759,Lipton Ice Tea,2016-07-12 11:13:22,Morning,Weekday
2760,Starbucks Dark Roast Coffee Beans,2016-07-12 11:28:16,Morning,Weekday
2760,Medialunas Argentinian Croissant,2016-07-12 11:28:16,Morning,Weekday
2761,Wonder Bread,2016-07-12 11:41:59,Morning,Weekday
2762,Medialunas Argentinian Croissant,2016-07-12 11:42:43,Morning,Weekday
2762,Starbucks Dark Roast Coffee Beans,2016-07-12 11:42:43,Morning,Weekday
2763,Betty Crocker Cake Mix,2016-07-12 12:03:14,Afternoon,Weekday
2763,Lipton Ice Tea,2016-07-12 12:03:14,Afternoon,Weekday
2764,Wonder Bread,2016-07-12 12:07:00,Afternoon,Weekday
2764,Starbucks Dark Roast Coffee Beans,2016-07-12 12:07:00,Afternoon,Weekday
2765,Farm House,2016-07-12 12:08:10,Afternoon,Weekday
2766,Wonder Bread,2016-07-12 12:13:07,Afternoon,Weekday
2767,Farm House,2016-07-12 12:21:41,Afternoon,Weekday
2767,Crepes,2016-07-12 12:21:41,Afternoon,Weekday
2768,Wonder Bread,2016-07-12 12:29:46,Afternoon,Weekday
2769,Hot chocolate,2016-07-12 12:35:28,Afternoon,Weekday
2770,Starbucks Dark Roast Coffee Beans,2016-07-12 12:47:30,Afternoon,Weekday
2770,Starbucks Dark Roast Coffee Beans,2016-07-12 12:47:30,Afternoon,Weekday
2770,Hot chocolate,2016-07-12 12:47:30,Afternoon,Weekday
2770,Subway Sub of the Day Sandwich,2016-07-12 12:47:30,Afternoon,Weekday
2771,Subway Sub of the Day Sandwich,2016-07-12 12:56:11,Afternoon,Weekday
2772,Starbucks Dark Roast Coffee Beans,2016-07-12 12:57:13,Afternoon,Weekday
2772,Truffles,2016-07-12 12:57:13,Afternoon,Weekday
2773,Smucker's Jam,2016-07-12 12:59:27,Afternoon,Weekday
2774,Wonder Bread,2016-07-12 13:08:22,Afternoon,Weekday
2775,Wonder Bread,2016-07-12 13:23:02,Afternoon,Weekday
2776,Subway Sub of the Day Sandwich,2016-07-12 13:35:04,Afternoon,Weekday
2776,Starbucks Dark Roast Coffee Beans,2016-07-12 13:35:04,Afternoon,Weekday
2776,Mineral water,2016-07-12 13:35:04,Afternoon,Weekday
2777,Wonder Bread,2016-07-12 13:48:57,Afternoon,Weekday
2778,Coca-Cola,2016-07-12 14:01:10,Afternoon,Weekday
2778,Coca-Cola,2016-07-12 14:01:10,Afternoon,Weekday
2778,Chip's Ahoy Chocolate Chip Cookies,2016-07-12 14:01:10,Afternoon,Weekday
2780,Wonder Bread,2016-07-12 14:23:46,Afternoon,Weekday
2780,Wonder Bread,2016-07-12 14:23:46,Afternoon,Weekday
2781,Starbucks Dark Roast Coffee Beans,2016-07-12 14:31:10,Afternoon,Weekday
2781,Starbucks Dark Roast Coffee Beans,2016-07-12 14:31:10,Afternoon,Weekday
2781,Subway Sub of the Day Sandwich,2016-07-12 14:31:10,Afternoon,Weekday
2782,Wonder Bread,2016-07-12 14:45:54,Afternoon,Weekday
2782,Starbucks Dark Roast Coffee Beans,2016-07-12 14:45:54,Afternoon,Weekday
2783,Lipton Ice Tea,2016-07-12 14:47:44,Afternoon,Weekday
2783,Starbucks Dark Roast Coffee Beans,2016-07-12 14:47:44,Afternoon,Weekday
2785,Lipton Ice Tea,2016-07-12 15:16:54,Afternoon,Weekday
2785,Starbucks Dark Roast Coffee Beans,2016-07-12 15:16:54,Afternoon,Weekday
2786,Hot chocolate,2016-07-12 16:00:12,Afternoon,Weekday
2787,Starbucks Dark Roast Coffee Beans,2016-07-12 16:25:57,Afternoon,Weekday
2787,Starbucks Dark Roast Coffee Beans,2016-07-12 16:25:57,Afternoon,Weekday
2787,La Patisserie Alfajores,2016-07-12 16:25:57,Afternoon,Weekday
2788,Fudge,2016-07-12 17:04:56,Evening,Weekday
2788,Smucker's Jam,2016-07-12 17:04:56,Evening,Weekday
2788,Betty Crocker Cake Mix,2016-07-12 17:04:56,Evening,Weekday
2788,Starbucks Dark Roast Coffee Beans,2016-07-12 17:04:56,Evening,Weekday
2789,Betty Crocker Cake Mix,2016-08-12 08:26:16,Morning,Weekday
2790,Starbucks Dark Roast Coffee Beans,2016-08-12 08:46:11,Morning,Weekday
2790,Wonder Bread,2016-08-12 08:46:11,Morning,Weekday
2791,Baker's Treat Danish Pastry,2016-08-12 09:03:07,Morning,Weekday
2791,Starbucks Dark Roast Coffee Beans,2016-08-12 09:03:07,Morning,Weekday
2792,Starbucks Dark Roast Coffee Beans,2016-08-12 09:04:24,Morning,Weekday
2792,Baker's Treat Danish Pastry,2016-08-12 09:04:24,Morning,Weekday
2793,Starbucks Dark Roast Coffee Beans,2016-08-12 09:14:56,Morning,Weekday
2793,Baker's Treat Danish Pastry,2016-08-12 09:14:56,Morning,Weekday
2794,Truffles,2016-08-12 09:18:48,Morning,Weekday
2794,Wonder Bread,2016-08-12 09:18:48,Morning,Weekday
2795,Starbucks Dark Roast Coffee Beans,2016-08-12 09:26:36,Morning,Weekday
2796,Starbucks Dark Roast Coffee Beans,2016-08-12 09:28:20,Morning,Weekday
2797,Starbucks Dark Roast Coffee Beans,2016-08-12 09:32:00,Morning,Weekday
2797,Oroweat Toast,2016-08-12 09:32:00,Morning,Weekday
2797,Vegan mincepie,2016-08-12 09:32:00,Morning,Weekday
2797,Mineral water,2016-08-12 09:32:00,Morning,Weekday
2797,Starbucks Dark Roast Coffee Beans,2016-08-12 09:32:00,Morning,Weekday
2798,Medialunas Argentinian Croissant,2016-08-12 09:33:26,Morning,Weekday
2798,Wonder Bread,2016-08-12 09:33:26,Morning,Weekday
2799,Starbucks Dark Roast Coffee Beans,2016-08-12 09:44:53,Morning,Weekday
2799,Betty Crocker Cake Mix,2016-08-12 09:44:53,Morning,Weekday
2800,Starbucks Dark Roast Coffee Beans,2016-08-12 10:09:16,Morning,Weekday
2800,Baker's Treat Danish Pastry,2016-08-12 10:09:16,Morning,Weekday
2801,Starbucks Dark Roast Coffee Beans,2016-08-12 10:16:28,Morning,Weekday
2802,Starbucks Dark Roast Coffee Beans,2016-08-12 10:40:06,Morning,Weekday
2803,Wonder Bread,2016-08-12 10:53:51,Morning,Weekday
2803,Betty Crocker Cake Mix,2016-08-12 10:53:51,Morning,Weekday
2803,Chip's Ahoy Chocolate Chip Cookies,2016-08-12 10:53:51,Morning,Weekday
2804,Starbucks Dark Roast Coffee Beans,2016-08-12 10:55:18,Morning,Weekday
2804,Lipton Ice Tea,2016-08-12 10:55:18,Morning,Weekday
2804,Wonder Bread,2016-08-12 10:55:18,Morning,Weekday
2804,Betty Crocker Cake Mix,2016-08-12 10:55:18,Morning,Weekday
2805,Oroweat Toast,2016-08-12 11:02:40,Morning,Weekday
2805,Tropicana Orange Juice,2016-08-12 11:02:40,Morning,Weekday
2806,Wonder Bread,2016-08-12 11:03:36,Morning,Weekday
2807,Baker's Treat Danish Pastry,2016-08-12 11:04:22,Morning,Weekday
2807,Baker's Treat Danish Pastry,2016-08-12 11:04:22,Morning,Weekday
2808,Starbucks Dark Roast Coffee Beans,2016-08-12 11:26:03,Morning,Weekday
2809,Truffles,2016-08-12 11:27:11,Morning,Weekday
2810,Lipton Ice Tea,2016-08-12 11:35:19,Morning,Weekday
2811,Wonder Bread,2016-08-12 11:36:09,Morning,Weekday
